id;district_id;name;zip_code
6201011011;620101;CANDI;74181
6201011012;620101;KUMAI HULU;74181
6201011013;620101;KUMAI HILIR;74181
6201012001;620101;SUNGAI CABANG;74181
6201012002;620101;TELUK PULAI;74181
6201012003;620101;SABUAI;74181
6201012004;620101;KERAYA;74181
6201012005;620101;TELUK BOGAM;74181
6201012006;620101;SUNGAI BAKAU;74181
6201012007;620101;KUBU;74181
6201012008;620101;SUNGAI KAPITAN;74181
6201012009;620101;BATU BELAMAN;74181
6201012010;620101;SUNGAI TENDANG;74181
6201012014;620101;SUNGAI SEKONYER;74181
6201012015;620101;SUNGAI BEDAUN;74181
6201012017;620101;BUMI HARJO;74182
6201012032;620101;PANGKALAN SATU;74182
6201012034;620101;SABUAI TIMUR;NULL
6201021002;620102;MENDAWAI SEBERANG;74117
6201021003;620102;MENDAWAI;74115
6201021005;620102;MADUREJO;74112
6201021006;620102;SIDOREJO;74111
6201021007;620102;RAJA;74114
6201021008;620102;RAJA SEBERANG;74116
6201021009;620102;BARU;74113
6201022001;620102;TANJUNG PUTRI;74119
6201022004;620102;PASIR PANJANG;74119
6201022010;620102;RANGDA;74119
6201022011;620102;KENAMBUI;74119
6201022012;620102;RUNTU;74119
6201022013;620102;UMPANG;74119
6201022014;620102;KUMPAI BATU BAWAH;74119
6201022015;620102;KUMPAI BATU ATAS;74119
6201022016;620102;NATAI RAYA;74119
6201022017;620102;MEDANG SARI;74119
6201022018;620102;NATAI BARU;74119
6201022019;620102;TANJUNG TERANTANG;74119
6201022020;620102;SULUNG;74119
6201031007;620103;KOTAWARINGIN HULU;74161
6201031008;620103;KOTAWARINGIN HILIR;74161
6201032001;620103;BABUAL BABOTI;74161
6201032002;620103;TEMPAYUNG;74161
6201032003;620103;SAKABULIN;74161
6201032004;620103;KINJIL;74161
6201032005;620103;DAWAK;74161
6201032006;620103;RIAM DURIAN;74161
6201032009;620103;LALANG;74161
6201032010;620103;RUNGUN;74161
6201032011;620103;KONDANG;74161
6201032012;620103;SUKA JAYA;74161
6201032013;620103;SUKA MAKMUR;74161
6201032014;620103;SUMBER MUKTI;74161
6201032015;620103;PALIH BARU;74161
6201032016;620103;IPUH BANGUN JAYA;74161
6201032017;620103;SAGU SUKA MULYA;NULL
6201041002;620104;PANGKUT;74152
6201042001;620104;NANGA MUA;74152
6201042003;620104;SUKARAMI;NULL
6201042004;620104;GANDIS;74152
6201042005;620104;KERABU;74152
6201042006;620104;SAMBI;74152
6201042007;620104;PENYOMBAAN;NULL
6201042008;620104;PANDAU;74152
6201042009;620104;RIAM;74152
6201042010;620104;PANAHAN;NULL
6201042011;620104;SUNGAI DAU;74152
6201052001;620105;PANGKALAN TIGA;74184
6201052002;620105;PANDU SANJAYA;NULL
6201052003;620105;LADA MANDALA JAYA;74184
6201052004;620105;MAKARTI JAYA;74184
6201052005;620105;SUMBER AGUNG;74184
6201052006;620105;PURBASARI;74184
6201052007;620105;SUNGAI RANGIT JAYA;74184
6201052008;620105;PANGKALAN DEWA;74184
6201052009;620105;KADIPI ATAS;NULL
6201052010;620105;SUNGAI MELAWEN;74184
6201052011;620105;PANGKALAN DURIN;74184
6201062001;620106;PANGKALAN BANTENG;74183
6201062002;620106;MULYA JADI;74183
6201062003;620106;KARANG MULYA;74183
6201062004;620106;KEBUN AGUNG;74183
6201062005;620106;SIDO MULYO;NULL
6201062006;620106;MARGA MULYA;74183
6201062007;620106;AMIN JAYA;74183
6201062008;620106;ARGA MULYA;74183
6201062009;620106;NATAI KERBAU;74183
6201062010;620106;SIMPANG BERAMBAI;74183
6201062011;620106;SUNGAI HIJAU;74183
6201062012;620106;SUNGAI PAKIT;NULL
6201062013;620106;BERAMBAI MAKMUR;74183
6201062014;620106;KARANG SARI;NULL
6201062015;620106;SUNGAI PULAU;NULL
6201062016;620106;SUNGAI BENGKUANG;NULL
6201062017;620106;SUNGAI KUNING;NULL
6202011009;620201;KOTA BESI HULU;74353
6202011010;620201;KOTA BESI HILIR;74353
6202012003;620201;PALANGAN;74353
6202012004;620201;HANJALIPAN;74353
6202012005;620201;SIMPUR;74353
6202012006;620201;PAMALIAN;NULL
6202012007;620201;CAMBA;74353
6202012008;620201;KANDAN;74353
6202012012;620201;BAJARUM;74353
6202012015;620201;RASAU TUMBUH;74353
6202012017;620201;SOREN;74353
6202022004;620202;RUBUNG BUYUNG;74354
6202022005;620202;PATAI;74354
6202022006;620202;LUWUK RANGGAN;74354
6202022007;620202;JEMARAS;74354
6202022008;620202;CEMPAKA MULIA TIMUR;74354
6202022009;620202;CEMPAKA MULIA BARAT;74354
6202022010;620202;LUWUK BUNTER;74354
6202022011;620202;SUNGAI PARING;74354
6202031012;620203;KUALA KUAYAN;74356
6202032001;620203;TANGAR;74356
6202032002;620203;BAAMPAH;74356
6202032003;620203;KAWAN BATU;74356
6202032004;620203;TANJUNG BANTUR;74356
6202032005;620203;PENDA DURIAN;74356
6202032006;620203;PAHIRANGAN;74356
6202032007;620203;SATIUNG;NULL
6202032008;620203;SANTILIK;74356
6202032009;620203;TANGKA ROBAH;74356
6202032010;620203;PEMANTANG;74356
6202032011;620203;TUMBANG SAPIRI;74356
6202032014;620203;BAWAN;74356
6202032015;620203;TANJUNG JARIANGAU;74356
6202032031;620203;KAPUK;74356
6202032032;620203;PANTAP;NULL
6202041004;620204;PARENGGEAN;74355
6202042001;620204;TEHANG;74355
6202042002;620204;KABUAU;74355
6202042007;620204;BARUNANG MIRI;74355
6202042009;620204;SUMBER MAKMUR;74352
6202042010;620204;MEKAR JAYA;74355
6202042011;620204;KARANG TUNGGAL;74355
6202042012;620204;BANDAR AGUNG;74355
6202042013;620204;BERINGIN TUNGGAL JAYA;NULL
6202042015;620204;SARI HARAPAN;74355
6202042016;620204;KARANG SARI;74355
6202042019;620204;BAJARAU;74355
6202042023;620204;BUKIT HARAPAN;74355
6202042024;620204;MANJALIN;NULL
6202042025;620204;KARYA BERSAMA;NULL
6202051001;620205;BAAMANG HILIR;74311
6202051002;620205;BAAMANG TENGAH;74312
6202051003;620205;BAAMANG HULU;74313
6202051007;620205;TANAH MAS;74314
6202051008;620205;BAAMANG BARAT;74312
6202052006;620205;TINDUK;74315
6202061001;620206;MENTAWA BARU HULU;74322
6202061002;620206;MENTAWA BARU HILIR;74323
6202061003;620206;KETAPANG;74325
6202061007;620206;SAWAHAN;74327
6202061009;620206;PASIR PUTIH;74328
6202062005;620206;PELANGSIAN;74326
6202062006;620206;BAPEANG;74329
6202062008;620206;EKA BAHURUI;74329
6202062010;620206;TELAGA BARU;74326
6202062011;620206;BANGKUANG MAKMUR;74326
6202062012;620206;BAPANGGANG RAYA;74329
6202072001;620207;PONDOK DAMAR;74361
6202072002;620207;BAGENDANG HILIR;74361
6202072003;620207;BAGENDANG TENGAH;74361
6202072004;620207;NATAI BARU;74361
6202072005;620207;BAGENDANG HULU;74361
6202072006;620207;SUMBER MAKMUR;74361
6202072007;620207;BAGENDANG PERMAI;NULL
6202081008;620208;SAMUDA KOTA;74363
6202081009;620208;BASIRIH HILIR;74363
6202082005;620208;SEBAMBAN;NULL
6202082006;620208;SAMUDA BESAR;74363
6202082007;620208;SAMUDA KECIL;74363
6202082010;620208;JAYA KELAPA;74363
6202082011;620208;BASIRIH HULU;74363
6202082012;620208;JAYA KARET;74363
6202082013;620208;HANDIL SOHOR;74363
6202082014;620208;SEI IJUM RAYA;74363
6202092001;620209;BAPINANG HULU;74362
6202092002;620209;BAPINANG HILIR;74362
6202092003;620209;BAPINANG HILIR LAUT;74362
6202092004;620209;SATIRUK;74362
6202092005;620209;MAKARTI JAYA;74362
6202092006;620209;RAWA SARI;74362
6202092007;620209;HANAUT;74362
6202092008;620209;BABIRAH;74362
6202092009;620209;SERAMBUT;74362
6202092010;620209;BABAUNG;74362
6202092011;620209;BAMADU;NULL
6202092012;620209;PENYAGUAN;NULL
6202092013;620209;HANTIPAN;NULL
6202092014;620209;BANTIAN;NULL
6202102001;620210;TUMBANG KALANG;74344
6202102002;620210;KULUK TELAWANG;74344
6202102003;620210;SUNGAI PURING;74344
6202102004;620210;TUMBANG NGAHAN;74344
6202102005;620210;TUMBANG RAMEI;74344
6202102006;620210;TUMBANG HEJAN;74344
6202102007;620210;SUNGAI HANYA;74344
6202102008;620210;TUMBANG SEPAYANG;74344
6202102016;620210;BUNTUT NUSA;74344
6202102017;620210;TUMBANG GAGU;74344
6202102021;620210;TUMBANG MANYA;74344
6202102025;620210;GUNUNG MAKMUR;74344
6202102027;620210;MULYA AGUNG;74344
6202102028;620210;BHAKTI KARYA;74344
6202102029;620210;WARINGIN AGUNG;74344
6202112001;620211;PAREBOK;74364
6202112002;620211;BASAWANG;74364
6202112003;620211;LAMPUYANG;74364
6202112004;620211;UJUNG PANDARAN;74364
6202112005;620211;REGEI LESTARI;74364
6202112006;620211;KUIN PERMAI;74364
6202121001;620212;MENTAYA SEBERANG;74364
6202122002;620212;TERANTANG;74364
6202122003;620212;BATUAH;74364
6202122004;620212;TERANTANG HILIR;74364
6202122005;620212;GANEPO;74364
6202122006;620212;SERAGAM JAYA;NULL
6202132001;620213;PUNDU;74341
6202132002;620213;KERUING;74341
6202132003;620213;PARIT;74341
6202132004;620213;PANTAI HARAPAN;74341
6202132005;620213;PELANTARAN;74341
6202132006;620213;TUMBANG KOLING;74341
6202132007;620213;SUDAN;74341
6202132008;620213;BUKIT BATU;74341
6202132009;620213;BUKIT RAYA;74341
6202132010;620213;SELUCING;74341
6202132011;620213;SUNGAI UBAR MANDIIRI;NULL
6202142001;620214;SEBABI;74352
6202142002;620214;TANAH PUTIH;74352
6202142003;620214;SUMBER MAKMUR;74352
6202142004;620214;KENYALA;74352
6202142005;620214;PENYANG;74352
6202142006;620214;BIRU MAJU;74352
6202152001;620215;TUMBANG TILAP;74357
6202152002;620215;TUMBANG KAMINTING;74357
6202152003;620215;TANAH HALUAN;74357
6202152004;620215;TUMBANG PANYAHUAN;74357
6202152005;620215;TUMBANG SAPIA;74357
6202152006;620215;TUMBANG GETAS;74357
6202152007;620215;TEWAI HARA;74357
6202152008;620215;TUMBANG PAYANG;74357
6202152009;620215;TUMBANG KANIA;74357
6202152010;620215;TUMBANG TAWAN;74357
6202152011;620215;LUNUK BAGANTUNG;74357
6202152012;620215;TUMBANG TORUNG;74357
6202152013;620215;TUMBANG BATU;74357
6202152014;620215;TUMBANG SALUANG;74357
6202162001;620216;LUWUK SAMPUN;74342
6202162002;620216;TUMBANG MUJAM;74342
6202162003;620216;MERAH;74342
6202162004;620216;TANJUNG JORONG;74342
6202162005;620216;SEBUNGSU;NULL
6202162006;620216;BUKIT MAKMUR;74342
6202162007;620216;WONOSARI;74342
6202162008;620216;MEKAR SARI;74342
6202162009;620216;DAMAR MAKMUR;74342
6202162010;620216;CEMPAKA PUTIH;74342
6202162011;620216;JATI WARINGIN;74342
6202172001;620217;TUMBANG BOLOI;74343
6202172002;620217;LUWUK KOWAN;74343
6202172003;620217;RANTAU TAMPANG;74343
6202172004;620217;TUMBANG MANGKUP;74343
6202172005;620217;RANTAU KATANG;74343
6202172006;620217;TUMBANG SANGAI;74343
6202172007;620217;TUKANG LANGIT;74343
6202172008;620217;BERINGIN AGUNG;74343
6202172009;620217;AGUNG MULYA;74343
6202172010;620217;BATU AGUNG;74343
6202172011;620217;BUKIT INDAH;74343
6202172012;620217;TUMBANG PUAN;74343
6202172013;620217;RANTAU SUANG;74343
6202172014;620217;RANTAU SAWANG;74343
6202172015;620217;TANJUNG HARAPAN;74343
6202172016;620217;BUANA MUSTIKA;74343
6202172017;620217;TRI BUANA;74343
6202172018;620217;TUMBANG BAJANEI;NULL
6203011006;620301;MURUNG KERAMAT;73511
6203011007;620301;SELAT HILIR;73513
6203011008;620301;SELAT TENGAH;73514
6203011009;620301;SELAT HULU;73515
6203011010;620301;SELAT DALAM;73516
6203011021;620301;SELAT UTARA;NULL
6203011022;620301;SELAT BARAT;NULL
6203011023;620301;PANAMAS;NULL
6203012011;620301;PULAU TELO;NULL
6203012020;620301;PULAU TELO BARU;NULL
6203021001;620302;MAMBULAU;73521
6203021002;620302;HAMPATUNG;73522
6203021003;620302;DAHIRANG;73523
6203021004;620302;BARIMBA;73524
6203021005;620302;SEI PASAH;73525
6203022006;620302;BAKUNGIN;73526
6203022007;620302;SEI ASAM;73527
6203022008;620302;SAKA BATUR;73528
6203032001;620303;ANJIR SERAPAT TIMUR;73581
6203032002;620303;ANJIR SERAPAT TENGAH;73581
6203032003;620303;ANJIR SERAPAT BARAT;73581
6203032004;620303;ANJIR MAMBULAU TIMUR;73581
6203032005;620303;ANJIR MAMBULAU TENGAH;NULL
6203032006;620303;ANJIR MAMBULAU BARAT;73581
6203032007;620303;ANJIR SERAPAT BARU;73581
6203042001;620304;BATANJUNG;73583
6203042002;620304;CEMARA LABAT;73583
6203042003;620304;PALAMPAI;73583
6203042004;620304;SEI TERAS;NULL
6203042005;620304;LUPAK DALAM;NULL
