id;district_id;name;zip_code
3401012001;340101;JANGKARAN;55654
3401012002;340101;SINDUTAN;55654
3401012003;340101;PALIHAN;55654
3401012004;340101;GLAGAH;55654
3401012005;340101;KALIDENGEN;55654
3401012006;340101;PLUMBON;55654
3401012007;340101;KEDUNDANG;55654
3401012008;340101;DEMEN;55654
3401012009;340101;KULUR;55654
3401012010;340101;KALIGINTUNG;55654
3401012011;340101;TEMON WETAN;55654
3401012012;340101;TEMON KULON;55654
3401012013;340101;KEBONREJO;55654
3401012014;340101;JANTEN;55654
3401012015;340101;KARANGWULUH;55654
3401021008;340102;WATES;55611
3401022001;340102;KARANGWUNI;55613
3401022002;340102;SOGAN;55616
3401022003;340102;KULWARU;55618
3401022004;340102;NGESTIHARJO;55617
3401022005;340102;BENDUNGAN;55615
3401022006;340102;TRIHARJO;55614
3401022007;340102;GIRIPENI;55612
3401032001;340103;GARONGAN;55655
3401032002;340103;PLERET;55655
3401032003;340103;BUGEL;55655
3401032004;340103;KANOMAN;55655
3401032005;340103;DEPOK;55655
3401032006;340103;BOJONG;55655
3401032007;340103;TAYUBAN;55655
3401032008;340103;GOTAKAN;55655
3401032009;340103;PANJATAN;55655
3401032010;340103;CERME;55655
3401032011;340103;KREMBANGAN;55655
3401042001;340104;BANARAN;55662
3401042002;340104;KRANGGAN;55662
3401042003;340104;NOMPOREJO;55662
3401042004;340104;KARANGSEWU;55662
3401042005;340104;TIRTORAHAYU;55662
3401042006;340104;PANDOWAN;55662
3401042007;340104;BROSOT;55662
3401052001;340105;WAHYUHARJO;55663
3401052002;340105;BUMIREJO;55663
3401052003;340105;JATIREJO;55663
3401052004;340105;SIDOREJO;55663
3401052005;340105;GULUREJO;55663
3401052006;340105;NGENTAKREJO;55663
3401062001;340106;DEMANGREJO;55664
3401062002;340106;SRIKAYANGAN;55664
3401062003;340106;TUKSONO;55664
3401062004;340106;SALAMREJO;55664
3401062005;340106;SUKORENO;55664
3401062006;340106;KALIAGUNG;55664
3401062007;340106;SENTOLO;55664
3401062008;340106;BANGUNCIPTO;55664
3401072001;340107;TAWANGSARI;55652
3401072002;340107;KARANGSARI;55652
3401072003;340107;KEDUNGSARI;55652
3401072004;340107;MARGOSARI;55652
3401072005;340107;PENGASIH;55652
3401072006;340107;SENDANGSARI;55652
3401072007;340107;SIDOMULYO;55652
3401082001;340108;HARGOMULYO;55653
3401082002;340108;HARGOREJO;55653
3401082003;340108;HARGOWILIS;55653
3401082004;340108;KALIREJO;55653
3401082005;340108;HARGOTIRTO;55653
3401092001;340109;JATIMULYO;55674
3401092002;340109;GIRIPURWO;55674
3401092003;340109;PENDOWOREJO;55674
3401092004;340109;PURWOSARI;55674
3401102001;340110;BANYUROTO;55671
3401102002;340110;DONOMULYO;55671
3401102003;340110;WIJIMULYO;55671
3401102004;340110;TANJUNGHARJO;55671
3401102005;340110;JATISARONO;55671
3401102006;340110;KEMBANG;55671
3401112001;340111;KEBONHARJO;55673
3401112002;340111;BANJARSARI;55673
3401112003;340111;PURWOHARJO;55673
3401112004;340111;SIDOHARJO;55673
3401112005;340111;GERBOSARI;55673
3401112006;340111;NGARGOSARI;55673
3401112007;340111;PAGERHARJO;55673
3401122001;340112;BANJARARUM;55672
3401122002;340112;BANJARASRI;55672
3401122003;340112;BANJARHARJO;55672
3401122004;340112;BANJAROYO;55672
3402012001;340201;PONCOSARI;55762
3402012002;340201;TRIMURTI;55762
3402022001;340202;GADINGSARI;55763
3402022002;340202;GADINGHARJO;55763
3402022003;340202;SRIGADING;55763
3402022004;340202;MURTIGADING;55763
3402032001;340203;TIRTOMULYO;55772
3402032002;340203;PARANGTRITIS;55772
3402032003;340203;DONOTIRTO;55772
3402032004;340203;TIRTOSARI;55772
3402032005;340203;TIRTOHARGO;55772
3402042001;340204;SELOHARJO;55771
3402042002;340204;PANJANGREJO;55771
3402042003;340204;SRIHARDONO;55771
3402052001;340205;SIDOMULYO;55764
3402052002;340205;MULYODADI;55764
3402052003;340205;SUMBERMULYO;55764
3402062001;340206;CATUHARJO;55761
3402062002;340206;TRIHARJO;55761
3402062003;340206;GILANGHARJO;55761
3402062004;340206;WIJIREJO;55761
3402072001;340207;TRIWIDADI;55751
3402072002;340207;SENDANGSARI;55751
3402072003;340207;GUWOSARI;55751
3402082001;340208;PALBAPANG;55713
3402082002;340208;RINGINHARJO;55712
3402082003;340208;BANTUL;55711
3402082004;340208;TRIRENGGO;55714
3402082005;340208;SABDODADI;55715
3402092001;340209;PATALAN;55781
3402092002;340209;CANDEN;55781
3402092003;340209;SUMBERAGUNG;55781
3402092004;340209;TRIMULYO;55781
3402102001;340210;SELOPAMIORO;55782
3402102002;340210;SRIHARJO;55782
3402102003;340210;WUKIRSARI;55782
3402102004;340210;KEBONAGUNG;55782
3402102005;340210;KARANGTENGAH;55782
3402102006;340210;GIRIREJO;55782
3402102007;340210;KARANGTALUN;55782
3402102008;340210;IMOGIRI;55782
3402112001;340211;MANGUNAN;55783
3402112002;340211;MUNTUK;55783
3402112003;340211;DLINGO;55783
3402112004;340211;TEMUWUH;55783
3402112005;340211;TERONG;55783
3402112006;340211;JATIMULYO;55783
3402122001;340212;BATURETNO;55798
3402122002;340212;BANGUNTAPAN;55798
3402122003;340212;JAGALAN;55798
3402122004;340212;SINGOSAREN;55798
3402122005;340212;JAMBIDAN;NULL
3402122006;340212;POTORONO;55798
3402122007;340212;TAMANAN;55798
3402122008;340212;WIROKERTEN;55798
3402132001;340213;WONOKROMO;55791
3402132002;340213;PLERET;55791
3402132003;340213;SEGOROYOSO;55791
3402132004;340213;BAWURAN;55791
3402132005;340213;WONOLELO;55791
3402142001;340214;SITIMULYO;55792
3402142002;340214;SRIMULYO;55792
3402142003;340214;SRIMARTANI;55792
3402152001;340215;PENDOWOHARJO;55797
